id,name,state,created_at,updated_at,url,tags,summary._runtime,summary._step,summary._timestamp,summary._wandb,summary.actor_loss,summary.critic1_loss,summary.critic2_loss,summary.eval/return,summary.step,metadata.os,metadata.python,metadata.startedAt,metadata.args,metadata.program,metadata.codePath,metadata.codePathLocal,metadata.git.remote,metadata.git.commit,metadata.email,metadata.root,metadata.host,metadata.executable,metadata.cpu_count,metadata.cpu_count_logical,metadata.gpu,metadata.gpu_count,metadata.disk./.total,metadata.disk./.used,metadata.memory.total,metadata.gpu_nvidia,metadata.cudaVersion,metadata.writerId,summary.reward_model_loss
fndk3x7r,rl_p1_mlp_seed43,finished,2026-04-21T12:56:20Z,,https://wandb.ai/krishsachdev246-bits-pilani/saidl-rl/runs/fndk3x7r,,3125.0,49.0,1776779306.537431,{'runtime': 3125},-187.67904663085935,5.763082504272461,7.862668514251709,2402.3615304373197,500000.0,Linux-6.6.113+-x86_64-with-glibc2.35,CPython 3.12.12,2026-04-21T12:56:19.801883Z,"['experiment.name=rl_p1_mlp_seed43', 'agent=td3_mlp', 'env=hopper_full', 'seed=43', 'total_steps=500000', 'eval_interval=10000', 'eval_episodes=5']",/kaggle/working/SAiDL_Assignment/rl/src/train.py,rl/src/train.py,src/train.py,https://x-access-token:@github.com/Krish-Sachdev-7/SAiDL-Summer-Assignment2026.git,557a172ba58399d18757d7cb23acdddce43c3922,krishsachdev246@gmail.com,/kaggle/working/SAiDL_Assignment/rl,55cbe970a322,/usr/bin/python3,2.0,4.0,Tesla P100-PCIE-16GB,1.0,8656922775552,7354316824576,33662472192,"[{'name': 'Tesla P100-PCIE-16GB', 'memoryTotal': '17179869184', 'cudaCores': 3584, 'architecture': 'Pascal', 'uuid': 'GPU-ee963d55-cc88-2323-e7b1-cbf8586d8747'}]",13.0,qrk49z7gy0ptajfnzmjquvcal5ajr926,
i1lm1hde,rl_p1_mlp_seed44,finished,2026-04-21T13:48:31Z,,https://wandb.ai/krishsachdev246-bits-pilani/saidl-rl/runs/i1lm1hde,,3254.0,49.0,1776782565.758433,{'runtime': 3254},-211.86935424804688,17.596813201904297,15.43173885345459,1944.9953925325144,500000.0,Linux-6.6.113+-x86_64-with-glibc2.35,CPython 3.12.12,2026-04-21T13:48:31.035339Z,"['experiment.name=rl_p1_mlp_seed44', 'agent=td3_mlp', 'env=hopper_full', 'seed=44', 'total_steps=500000', 'eval_interval=10000', 'eval_episodes=5']",/kaggle/working/SAiDL_Assignment/rl/src/train.py,rl/src/train.py,src/train.py,https://x-access-token:@github.com/Krish-Sachdev-7/SAiDL-Summer-Assignment2026.git,557a172ba58399d18757d7cb23acdddce43c3922,krishsachdev246@gmail.com,/kaggle/working/SAiDL_Assignment/rl,55cbe970a322,/usr/bin/python3,2.0,4.0,Tesla P100-PCIE-16GB,1.0,8656922775552,7354316873728,33662472192,"[{'name': 'Tesla P100-PCIE-16GB', 'memoryTotal': '17179869184', 'cudaCores': 3584, 'architecture': 'Pascal', 'uuid': 'GPU-ee963d55-cc88-2323-e7b1-cbf8586d8747'}]",13.0,ksspcwyhqcu99gind6dsbu282q0cp4a8,
c79myamo,rl_p1_tr_L4_seed42,crashed,2026-04-21T14:42:51Z,,https://wandb.ai/krishsachdev246-bits-pilani/saidl-rl/runs/c79myamo,,2841.046701233,16.0,1776785412.3463612,{'runtime': 2841},-163.21847534179688,15.645736694335938,16.87192153930664,649.4793522771095,170000.0,Linux-6.6.113+-x86_64-with-glibc2.35,CPython 3.12.12,2026-04-21T14:42:50.587735Z,"['experiment.name=rl_p1_tr_L4_seed42', 'agent=td3_transformer', 'env=hopper_full', 'seed=42', 'agent.actor.context_length=4', 'total_steps=500000', 'eval_interval=10000', 'eval_episodes=5']",/kaggle/working/SAiDL_Assignment/rl/src/train.py,rl/src/train.py,src/train.py,https://x-access-token:@github.com/Krish-Sachdev-7/SAiDL-Summer-Assignment2026.git,557a172ba58399d18757d7cb23acdddce43c3922,krishsachdev246@gmail.com,/kaggle/working/SAiDL_Assignment/rl,55cbe970a322,/usr/bin/python3,2.0,4.0,Tesla P100-PCIE-16GB,1.0,8656922775552,7354316922880,33662472192,"[{'name': 'Tesla P100-PCIE-16GB', 'memoryTotal': '17179869184', 'cudaCores': 3584, 'architecture': 'Pascal', 'uuid': 'GPU-ee963d55-cc88-2323-e7b1-cbf8586d8747'}]",13.0,v3oplnd1wetyr4j0bkjiegorwel6eklk,
rddvmhvv,rl_p1_mlp_seed42,crashed,2026-04-22T12:21:25Z,,https://wandb.ai/krishsachdev246-bits-pilani/saidl-rl/runs/rddvmhvv,,722.218681722,11.0,1776861209.26651,{'runtime': 722},-116.79530334472656,15.30247688293457,15.662107467651367,322.40068241999825,120000.0,Linux-6.6.113+-x86_64-with-glibc2.35,CPython 3.12.12,2026-04-22T12:21:24.609438Z,"['experiment.name=rl_p1_mlp_seed42', 'agent=td3_mlp', 'env=hopper_full', 'seed=42', 'total_steps=200000', 'eval_interval=10000', 'eval_episodes=2']",/kaggle/working/SAiDL_Assignment/rl/src/train.py,rl/src/train.py,src/train.py,https://x-access-token:@github.com/Krish-Sachdev-7/SAiDL-Summer-Assignment2026.git,e63c6b8ced3b9ac1175309d213794914bbe57a70,krishsachdev246@gmail.com,/kaggle/working/SAiDL_Assignment/rl,e2eb4981f50b,/usr/bin/python3,2.0,4.0,Tesla P100-PCIE-16GB,1.0,8656922775552,7354297061376,33662472192,"[{'name': 'Tesla P100-PCIE-16GB', 'memoryTotal': '17179869184', 'cudaCores': 3584, 'architecture': 'Pascal', 'uuid': 'GPU-f7afd0ca-6094-30db-dce4-fb9e02e52524'}]",13.0,gbscopgxsban008fjpsft8e8xh2sva96,
9tsf5a91,rl_p1_mlp_seed42,crashed,2026-04-22T13:00:05Z,,https://wandb.ai/krishsachdev246-bits-pilani/saidl-rl/runs/9tsf5a91,,,,,,,,,,,Linux-6.6.113+-x86_64-with-glibc2.35,CPython 3.12.12,2026-04-22T13:00:04.719215Z,"['experiment.name=rl_p1_mlp_seed42', 'agent=td3_mlp', 'env=hopper_full', 'seed=42', 'total_steps=30000', 'eval_interval=10000', 'eval_episodes=2']",/kaggle/working/SAiDL_Assignment/rl/src/train.py,rl/src/train.py,src/train.py,https://x-access-token:@github.com/Krish-Sachdev-7/SAiDL-Summer-Assignment2026.git,e63c6b8ced3b9ac1175309d213794914bbe57a70,krishsachdev246@gmail.com,/kaggle/working/SAiDL_Assignment/rl,e2eb4981f50b,/usr/bin/python3,2.0,4.0,Tesla P100-PCIE-16GB,1.0,8656922775552,7354301505536,33662472192,"[{'name': 'Tesla P100-PCIE-16GB', 'memoryTotal': '17179869184', 'cudaCores': 3584, 'architecture': 'Pascal', 'uuid': 'GPU-f7afd0ca-6094-30db-dce4-fb9e02e52524'}]",13.0,gdrhofapj41o7g7v2n7ltj90g0hydjx1,
39bnzlv9,rl_p1_tr_L4_seed42,finished,2026-04-22T13:01:00Z,,https://wandb.ai/krishsachdev246-bits-pilani/saidl-rl/runs/39bnzlv9,,545.0,4.0,1776863407.028386,{'runtime': 545},-100.25643920898438,16.49053955078125,17.575023651123047,324.5448321603047,50000.0,Linux-6.6.113+-x86_64-with-glibc2.35,CPython 3.12.12,2026-04-22T13:01:00.124373Z,"['experiment.name=rl_p1_tr_L4_seed42', 'agent=td3_transformer', 'env=hopper_full', 'seed=42', 'agent.actor.context_length=4', 'total_steps=50000', 'eval_interval=10000', 'eval_episodes=5']",/kaggle/working/SAiDL_Assignment/rl/src/train.py,rl/src/train.py,src/train.py,https://x-access-token:@github.com/Krish-Sachdev-7/SAiDL-Summer-Assignment2026.git,e63c6b8ced3b9ac1175309d213794914bbe57a70,krishsachdev246@gmail.com,/kaggle/working/SAiDL_Assignment/rl,e2eb4981f50b,/usr/bin/python3,2.0,4.0,Tesla P100-PCIE-16GB,1.0,8656922775552,7354301550592,33662472192,"[{'name': 'Tesla P100-PCIE-16GB', 'memoryTotal': '17179869184', 'cudaCores': 3584, 'architecture': 'Pascal', 'uuid': 'GPU-f7afd0ca-6094-30db-dce4-fb9e02e52524'}]",13.0,sc3nkvtgmwjdat8j42mxpzke8x33dmdf,
p60w1x0p,rl_p1_tr_L8_seed42,finished,2026-04-22T13:10:13Z,,https://wandb.ai/krishsachdev246-bits-pilani/saidl-rl/runs/p60w1x0p,,609.0,4.0,1776864023.7026136,{'runtime': 609},-87.22059631347656,37.1331901550293,42.57804870605469,192.46476587958637,50000.0,Linux-6.6.113+-x86_64-with-glibc2.35,CPython 3.12.12,2026-04-22T13:10:13.000965Z,"['experiment.name=rl_p1_tr_L8_seed42', 'agent=td3_transformer', 'env=hopper_full', 'seed=42', 'agent.actor.context_length=8', 'total_steps=50000', 'eval_interval=10000', 'eval_episodes=5']",/kaggle/working/SAiDL_Assignment/rl/src/train.py,rl/src/train.py,src/train.py,https://x-access-token:@github.com/Krish-Sachdev-7/SAiDL-Summer-Assignment2026.git,e63c6b8ced3b9ac1175309d213794914bbe57a70,krishsachdev246@gmail.com,/kaggle/working/SAiDL_Assignment/rl,e2eb4981f50b,/usr/bin/python3,2.0,4.0,Tesla P100-PCIE-16GB,1.0,8656922775552,7354301571072,33662472192,"[{'name': 'Tesla P100-PCIE-16GB', 'memoryTotal': '17179869184', 'cudaCores': 3584, 'architecture': 'Pascal', 'uuid': 'GPU-f7afd0ca-6094-30db-dce4-fb9e02e52524'}]",13.0,ib5x7pyirm26hc5s8vzzbxajwdbf0o38,
dq7329d1,rl_p1_tr_L16_seed42,finished,2026-04-22T13:20:32Z,,https://wandb.ai/krishsachdev246-bits-pilani/saidl-rl/runs/dq7329d1,,712.0,4.0,1776864745.3683152,{'runtime': 712},-109.1729736328125,93.8788833618164,85.39787292480469,387.8222039275784,50000.0,Linux-6.6.113+-x86_64-with-glibc2.35,CPython 3.12.12,2026-04-22T13:20:31.622977Z,"['experiment.name=rl_p1_tr_L16_seed42', 'agent=td3_transformer', 'env=hopper_full', 'seed=42', 'agent.actor.context_length=16', 'total_steps=50000', 'eval_interval=10000', 'eval_episodes=5']",/kaggle/working/SAiDL_Assignment/rl/src/train.py,rl/src/train.py,src/train.py,https://x-access-token:@github.com/Krish-Sachdev-7/SAiDL-Summer-Assignment2026.git,e63c6b8ced3b9ac1175309d213794914bbe57a70,krishsachdev246@gmail.com,/kaggle/working/SAiDL_Assignment/rl,e2eb4981f50b,/usr/bin/python3,2.0,4.0,Tesla P100-PCIE-16GB,1.0,8656922775552,7354301583360,33662472192,"[{'name': 'Tesla P100-PCIE-16GB', 'memoryTotal': '17179869184', 'cudaCores': 3584, 'architecture': 'Pascal', 'uuid': 'GPU-f7afd0ca-6094-30db-dce4-fb9e02e52524'}]",13.0,z3o36i9pszn9snogiswahqmhe38s5h3q,
u3xq6x7m,rl_p1_tr_L32_seed42,finished,2026-04-22T13:32:48Z,,https://wandb.ai/krishsachdev246-bits-pilani/saidl-rl/runs/u3xq6x7m,,849.0,4.0,1776865619.9106078,{'runtime': 849},-98.37977600097656,9.067922592163086,8.248462677001953,282.8321967298542,50000.0,Linux-6.6.113+-x86_64-with-glibc2.35,CPython 3.12.12,2026-04-22T13:32:48.378359Z,"['experiment.name=rl_p1_tr_L32_seed42', 'agent=td3_transformer', 'env=hopper_full', 'seed=42', 'agent.actor.context_length=32', 'total_steps=50000', 'eval_interval=10000', 'eval_episodes=5']",/kaggle/working/SAiDL_Assignment/rl/src/train.py,rl/src/train.py,src/train.py,https://x-access-token:@github.com/Krish-Sachdev-7/SAiDL-Summer-Assignment2026.git,e63c6b8ced3b9ac1175309d213794914bbe57a70,krishsachdev246@gmail.com,/kaggle/working/SAiDL_Assignment/rl,e2eb4981f50b,/usr/bin/python3,2.0,4.0,Tesla P100-PCIE-16GB,1.0,8656922775552,7354301595648,33662472192,"[{'name': 'Tesla P100-PCIE-16GB', 'memoryTotal': '17179869184', 'cudaCores': 3584, 'architecture': 'Pascal', 'uuid': 'GPU-f7afd0ca-6094-30db-dce4-fb9e02e52524'}]",13.0,srkeb9jmnv9ntsoh4jcauegul876k1eg,
j3zd7br6,rl_p2_hidden_vel_mlp_seed42,finished,2026-04-22T13:47:06Z,,https://wandb.ai/krishsachdev246-bits-pilani/saidl-rl/runs/j3zd7br6,,200.0,4.0,1776865827.5710382,{'runtime': 200},-43.14398956298828,13.220026969909668,13.468664169311523,170.33629034592292,50000.0,Linux-6.6.113+-x86_64-with-glibc2.35,CPython 3.12.12,2026-04-22T13:47:05.783317Z,"['experiment.name=rl_p2_hidden_vel_mlp_seed42', 'agent=td3_mlp', 'env=hopper_hidden_vel', 'seed=42', 'total_steps=50000', 'eval_interval=10000', 'eval_episodes=5']",/kaggle/working/SAiDL_Assignment/rl/src/train.py,rl/src/train.py,src/train.py,https://x-access-token:@github.com/Krish-Sachdev-7/SAiDL-Summer-Assignment2026.git,e63c6b8ced3b9ac1175309d213794914bbe57a70,krishsachdev246@gmail.com,/kaggle/working/SAiDL_Assignment/rl,e2eb4981f50b,/usr/bin/python3,2.0,4.0,Tesla P100-PCIE-16GB,1.0,8656922775552,7354301612032,33662472192,"[{'name': 'Tesla P100-PCIE-16GB', 'memoryTotal': '17179869184', 'cudaCores': 3584, 'architecture': 'Pascal', 'uuid': 'GPU-f7afd0ca-6094-30db-dce4-fb9e02e52524'}]",13.0,9tdsgjy1lsuw6u0fwu3d6avyrp7fk1ig,
